OBJECTID,ReportDate,FirstDose_AdminDaily,FirstDose_AdminCum,FirstDose_AdminSevenDayAvg,SecDose_AdminDaily,SecDose_AdminCum,SecDose_AdminSevenDayAvg,SingleDose_AdminDaily,SingleDose_AdminCum,SingleDose_AdminSevenDayAvg,Total_AdminDaily,Total_AdminCum,Total_AdminSevenDayAvg
173,4/12/2021 15:00:00,21606.000000000000000,2105757.000000000000000,30566.000000000000000,25266.000000000000000,1251727.000000000000000,28604.000000000000000,8672.000000000000000,173534.000000000000000,10723.000000000000000,55544,3531018,69892
174,4/11/2021 15:00:00,10620.000000000000000,2084151.000000000000000,30512.000000000000000,15916.000000000000000,1226461.000000000000000,28049.000000000000000,14659.000000000000000,164862.000000000000000,10246.000000000000000,41195,3475474,68807
175,4/10/2021 15:00:00,28805.000000000000000,2073531.000000000000000,30792.000000000000000,27318.000000000000000,1210545.000000000000000,27099.000000000000000,8510.000000000000000,150203.000000000000000,8304.000000000000000,64633,3434279,66195
176,4/9/2021 15:00:00,39116.000000000000000,2044726.000000000000000,30544.000000000000000,42591.000000000000000,1183227.000000000000000,26603.000000000000000,13066.000000000000000,141693.000000000000000,7728.000000000000000,94773,3369646,64875
177,4/8/2021 15:00:00,39766.000000000000000,2005610.000000000000000,30315.000000000000000,31305.000000000000000,1140636.000000000000000,25664.000000000000000,10997.000000000000000,128627.000000000000000,6607.000000000000000,82068,3274873,62587
178,4/7/2021 15:00:00,35468.000000000000000,1965844.000000000000000,30125.000000000000000,30191.000000000000000,1109331.000000000000000,25926.000000000000000,11026.000000000000000,117630.000000000000000,5753.000000000000000,76685,3192805,61804
179,4/6/2021 15:00:00,38580.000000000000000,1930376.000000000000000,29986.000000000000000,27638.000000000000000,1079140.000000000000000,26002.000000000000000,8130.000000000000000,106604.000000000000000,4897.000000000000000,74348,3116120,60885
180,4/5/2021 15:00:00,21226.000000000000000,1891796.000000000000000,30150.000000000000000,21386.000000000000000,1051502.000000000000000,26200.000000000000000,5333.000000000000000,98474.000000000000000,3968.000000000000000,47945,3041772,60317
181,4/4/2021 15:00:00,12586.000000000000000,1870570.000000000000000,31082.000000000000000,9261.000000000000000,1030116.000000000000000,26884.000000000000000,1066.000000000000000,93141.000000000000000,3365.000000000000000,22913,2993827,61331
182,4/3/2021 15:00:00,27069.000000000000000,1857984.000000000000000,32082.000000000000000,23848.000000000000000,1020855.000000000000000,27044.000000000000000,4475.000000000000000,92075.000000000000000,3453.000000000000000,55392,2970914,62579
183,4/2/2021 15:00:00,37509.000000000000000,1830915.000000000000000,32423.000000000000000,36022.000000000000000,997007.000000000000000,26387.000000000000000,5225.000000000000000,87600.000000000000000,3178.000000000000000,78756,2915522,61988
184,4/1/2021 15:00:00,38437.000000000000000,1793406.000000000000000,32134.000000000000000,33134.000000000000000,960985.000000000000000,24238.000000000000000,5019.000000000000000,82375.000000000000000,2743.000000000000000,76590,2836766,59115
185,3/31/2021 15:00:00,34496.000000000000000,1754969.000000000000000,32692.000000000000000,30722.000000000000000,927851.000000000000000,22273.000000000000000,5034.000000000000000,77356.000000000000000,2392.000000000000000,70252,2760176,57357
186,3/30/2021 15:00:00,39724.000000000000000,1720473.000000000000000,33174.000000000000000,29026.000000000000000,897129.000000000000000,20063.000000000000000,1623.000000000000000,72322.000000000000000,1837.000000000000000,70373,2689924,55074
187,3/29/2021 15:00:00,27750.000000000000000,1680749.000000000000000,32737.000000000000000,26178.000000000000000,868103.000000000000000,17747.000000000000000,1116.000000000000000,70699.000000000000000,1884.000000000000000,55044,2619551,52368
188,3/28/2021 15:00:00,19586.000000000000000,1652999.000000000000000,32462.000000000000000,10376.000000000000000,841925.000000000000000,15441.000000000000000,1682.000000000000000,69583.000000000000000,1830.000000000000000,31644,2564507,49732
189,3/27/2021 15:00:00,29457.000000000000000,1633413.000000000000000,32675.000000000000000,19252.000000000000000,831549.000000000000000,15356.000000000000000,2547.000000000000000,67901.000000000000000,1681.000000000000000,51256,2532863,49713
190,3/26/2021 15:00:00,35490.000000000000000,1603956.000000000000000,32095.000000000000000,20977.000000000000000,812297.000000000000000,14181.000000000000000,2177.000000000000000,65354.000000000000000,1484.000000000000000,58644,2481607,47760
191,3/25/2021 15:00:00,42340.000000000000000,1568466.000000000000000,32391.000000000000000,19378.000000000000000,791320.000000000000000,13072.000000000000000,2568.000000000000000,63177.000000000000000,1354.000000000000000,64286,2422963,46817
192,3/24/2021 15:00:00,37873.000000000000000,1526126.000000000000000,32760.000000000000000,15252.000000000000000,771942.000000000000000,11938.000000000000000,1144.000000000000000,60609.000000000000000,1157.000000000000000,54269,2358677,45855
193,3/23/2021 15:00:00,36664.000000000000000,1488253.000000000000000,31561.000000000000000,12814.000000000000000,756690.000000000000000,11967.000000000000000,1956.000000000000000,59465.000000000000000,1025.000000000000000,51434,2304408,44553
194,3/22/2021 15:00:00,25822.000000000000000,1451589.000000000000000,30834.000000000000000,10036.000000000000000,743876.000000000000000,12196.000000000000000,736.000000000000000,57509.000000000000000,852.000000000000000,36594,2252974,43882
195,3/21/2021 15:00:00,21082.000000000000000,1425767.000000000000000,31384.000000000000000,9785.000000000000000,733840.000000000000000,12297.000000000000000,638.000000000000000,56773.000000000000000,962.000000000000000,31505,2216380,44643
196,3/20/2021 15:00:00,25392.000000000000000,1404685.000000000000000,30755.000000000000000,11028.000000000000000,724055.000000000000000,12134.000000000000000,1166.000000000000000,56135.000000000000000,1035.000000000000000,37586,2184875,43924
197,3/19/2021 15:00:00,37565.000000000000000,1379293.000000000000000,30581.000000000000000,13210.000000000000000,713027.000000000000000,12594.000000000000000,1269.000000000000000,54969.000000000000000,1053.000000000000000,52044,2147289,44228
198,3/18/2021 15:00:00,44920.000000000000000,1341728.000000000000000,31035.000000000000000,11438.000000000000000,699817.000000000000000,12565.000000000000000,1192.000000000000000,53700.000000000000000,1239.000000000000000,57550,2095245,44839
199,3/17/2021 15:00:00,29482.000000000000000,1296808.000000000000000,28652.000000000000000,15457.000000000000000,688379.000000000000000,12819.000000000000000,220.000000000000000,52508.000000000000000,1563.000000000000000,45159,2037695,43034
200,3/16/2021 15:00:00,31576.000000000000000,1267326.000000000000000,28292.000000000000000,14415.000000000000000,672922.000000000000000,12647.000000000000000,746.000000000000000,52288.000000000000000,2547.000000000000000,46737,1992536,43487
201,3/15/2021 15:00:00,29672.000000000000000,1235750.000000000000000,27400.000000000000000,10748.000000000000000,658507.000000000000000,12270.000000000000000,1501.000000000000000,51542.000000000000000,3453.000000000000000,41921,1945799,43123
202,3/14/2021 15:00:00,16679.000000000000000,1206078.000000000000000,26543.000000000000000,8641.000000000000000,647759.000000000000000,11898.000000000000000,1154.000000000000000,50041.000000000000000,4369.000000000000000,26474,1903878,42810
203,3/13/2021 15:00:00,24172.000000000000000,1189399.000000000000000,25700.000000000000000,14252.000000000000000,639118.000000000000000,11608.000000000000000,1290.000000000000000,48887.000000000000000,5397.000000000000000,39714,1877404,42705
204,3/12/2021 15:00:00,40743.000000000000000,1165227.000000000000000,25361.000000000000000,13005.000000000000000,624866.000000000000000,11329.000000000000000,2572.000000000000000,47597.000000000000000,5686.000000000000000,56320,1837690,42376
205,3/11/2021 15:00:00,28243.000000000000000,1124484.000000000000000,24003.000000000000000,13214.000000000000000,611861.000000000000000,12221.000000000000000,3458.000000000000000,45025.000000000000000,6040.000000000000000,44915,1781370,42264
206,3/10/2021 15:00:00,26961.000000000000000,1096241.000000000000000,24241.000000000000000,14257.000000000000000,598647.000000000000000,12686.000000000000000,7109.000000000000000,41567.000000000000000,5930.000000000000000,48327,1736455,42857
207,3/9/2021 15:00:00,25330.000000000000000,1069280.000000000000000,24117.000000000000000,11773.000000000000000,584390.000000000000000,12875.000000000000000,7087.000000000000000,34458.000000000000000,4923.000000000000000,44190,1688128,41915
208,3/8/2021 15:00:00,23670.000000000000000,1043950.000000000000000,23637.000000000000000,8144.000000000000000,572617.000000000000000,12622.000000000000000,7914.000000000000000,27371.000000000000000,3910.000000000000000,39728,1643938,40169
209,3/7/2021 15:00:00,10781.000000000000000,1020280.000000000000000,23100.000000000000000,6613.000000000000000,564473.000000000000000,12923.000000000000000,8346.000000000000000,19457.000000000000000,2780.000000000000000,25740,1604210,38803
210,3/6/2021 15:00:00,21797.000000000000000,1009499.000000000000000,23815.000000000000000,12298.000000000000000,557860.000000000000000,13387.000000000000000,3317.000000000000000,11111.000000000000000,1587.000000000000000,37412,1578470,38789
211,3/5/2021 15:00:00,31239.000000000000000,987702.000000000000000,23901.000000000000000,19245.000000000000000,545562.000000000000000,13735.000000000000000,5051.000000000000000,7794.000000000000000,1113.000000000000000,55535,1541058,38749
212,3/4/2021 15:00:00,29909.000000000000000,956463.000000000000000,22429.000000000000000,16475.000000000000000,526317.000000000000000,14190.000000000000000,2685.000000000000000,2743.000000000000000,392.000000000000000,49069,1485523,37011
213,3/3/2021 15:00:00,26096.000000000000000,926554.000000000000000,20327.000000000000000,15575.000000000000000,509842.000000000000000,15186.000000000000000,58.000000000000000,58.000000000000000,8.000000000000000,41729,1436454,35521
214,3/2/2021 15:00:00,21965.000000000000000,900458.000000000000000,18856.000000000000000,10002.000000000000000,494267.000000000000000,16210.000000000000000,,,,31967,1394725,35065
215,3/1/2021 15:00:00,19916.000000000000000,878493.000000000000000,18796.000000000000000,10254.000000000000000,484265.000000000000000,16933.000000000000000,,,,30170,1362758,35730
216,2/28/2021 15:00:00,15781.000000000000000,858577.000000000000000,17320.000000000000000,9863.000000000000000,474011.000000000000000,17752.000000000000000,,,,25644,1332588,35072
217,2/27/2021 15:00:00,22398.000000000000000,842796.000000000000000,16321.000000000000000,14728.000000000000000,464148.000000000000000,17908.000000000000000,,,,37126,1306944,34228
218,2/26/2021 15:00:00,20935.000000000000000,820398.000000000000000,14666.000000000000000,22436.000000000000000,449420.000000000000000,17510.000000000000000,,,,43371,1269818,32175
219,2/25/2021 15:00:00,15198.000000000000000,799463.000000000000000,13225.000000000000000,23442.000000000000000,426984.000000000000000,17260.000000000000000,,,,38640,1226447,30485
220,2/24/2021 15:00:00,15797.000000000000000,784265.000000000000000,14238.000000000000000,22743.000000000000000,403542.000000000000000,16812.000000000000000,,,,38540,1187807,31050
221,2/23/2021 15:00:00,21549.000000000000000,768468.000000000000000,13928.000000000000000,15067.000000000000000,380799.000000000000000,16459.000000000000000,,,,36616,1149267,30387
222,2/22/2021 15:00:00,9580.000000000000000,746919.000000000000000,13092.000000000000000,15985.000000000000000,365732.000000000000000,16004.000000000000000,,,,25565,1112651,29096
223,2/21/2021 15:00:00,8788.000000000000000,737339.000000000000000,12544.000000000000000,10952.000000000000000,349747.000000000000000,15060.000000000000000,,,,19740,1087086,27604
224,2/20/2021 15:00:00,10812.000000000000000,728551.000000000000000,12721.000000000000000,11944.000000000000000,338795.000000000000000,14424.000000000000000,,,,22756,1067346,27145
225,2/19/2021 15:00:00,10854.000000000000000,717739.000000000000000,13137.000000000000000,20687.000000000000000,326851.000000000000000,13661.000000000000000,,,,31541,1044590,26797
226,2/18/2021 15:00:00,22288.000000000000000,706885.000000000000000,14496.000000000000000,20304.000000000000000,306164.000000000000000,13299.000000000000000,,,,42592,1013049,27796
227,2/17/2021 15:00:00,13625.000000000000000,684597.000000000000000,13917.000000000000000,20275.000000000000000,285860.000000000000000,12553.000000000000000,,,,33900,970457,26470
228,2/16/2021 15:00:00,15695.000000000000000,670972.000000000000000,14354.000000000000000,11883.000000000000000,265585.000000000000000,12006.000000000000000,,,,27578,936557,26360
229,2/15/2021 15:00:00,5745.000000000000000,655277.000000000000000,13777.000000000000000,9374.000000000000000,253702.000000000000000,12102.000000000000000,,,,15119,908979,25879
230,2/14/2021 15:00:00,10030.000000000000000,649532.000000000000000,14919.000000000000000,6498.000000000000000,244658.000000000000000,12813.000000000000000,,,,16528,893860,27732
231,2/13/2021 15:00:00,13720.000000000000000,639502.000000000000000,14348.000000000000000,6604.000000000000000,237830.000000000000000,12402.000000000000000,,,,20324,877332,26750
232,2/12/2021 15:00:00,20372.000000000000000,625782.000000000000000,14348.000000000000000,18158.000000000000000,231226.000000000000000,12096.000000000000000,,,,38530,857008,26444
233,2/11/2021 15:00:00,18230.000000000000000,605410.000000000000000,14506.000000000000000,15078.000000000000000,213068.000000000000000,11840.000000000000000,,,,33308,818478,26346
234,2/10/2021 15:00:00,16685.000000000000000,587180.000000000000000,14439.000000000000000,16449.000000000000000,197990.000000000000000,11740.000000000000000,,,,33134,785170,26179
235,2/9/2021 15:00:00,11657.000000000000000,570495.000000000000000,14129.000000000000000,12551.000000000000000,181541.000000000000000,11429.000000000000000,,,,24208,752036,25558
236,2/8/2021 15:00:00,13745.000000000000000,558838.000000000000000,13811.000000000000000,14350.000000000000000,168990.000000000000000,11060.000000000000000,,,,28095,727828,24871
237,2/7/2021 15:00:00,6030.000000000000000,545093.000000000000000,12740.000000000000000,3622.000000000000000,154640.000000000000000,9454.000000000000000,,,,9652,699733,22195
238,2/6/2021 15:00:00,13719.000000000000000,539063.000000000000000,12938.000000000000000,4463.000000000000000,151018.000000000000000,9126.000000000000000,,,,18182,690081,22063
239,2/5/2021 15:00:00,21479.000000000000000,525344.000000000000000,13623.000000000000000,16365.000000000000000,146555.000000000000000,9105.000000000000000,,,,37844,671899,22728
240,2/4/2021 15:00:00,17759.000000000000000,503865.000000000000000,13957.000000000000000,14382.000000000000000,130190.000000000000000,7601.000000000000000,,,,32141,634055,21558
241,2/3/2021 15:00:00,14515.000000000000000,486106.000000000000000,14687.000000000000000,14268.000000000000000,115808.000000000000000,7027.000000000000000,,,,28783,601914,21714
242,2/2/2021 15:00:00,9429.000000000000000,471591.000000000000000,15473.000000000000000,9969.000000000000000,101540.000000000000000,6463.000000000000000,,,,19398,573131,21936
243,2/1/2021 15:00:00,6252.000000000000000,462162.000000000000000,16305.000000000000000,3112.000000000000000,91571.000000000000000,6133.000000000000000,,,,9364,553733,22439
244,1/31/2021 15:00:00,7411.000000000000000,455910.000000000000000,17885.000000000000000,1320.000000000000000,88459.000000000000000,6604.000000000000000,,,,8731,544369,24490
245,1/30/2021 15:00:00,18516.000000000000000,448499.000000000000000,18498.000000000000000,4317.000000000000000,87139.000000000000000,6840.000000000000000,,,,22833,535638,25339
246,1/29/2021 15:00:00,23815.000000000000000,429983.000000000000000,17359.000000000000000,5841.000000000000000,82822.000000000000000,6473.000000000000000,,,,29656,512805,23833
247,1/28/2021 15:00:00,22868.000000000000000,406168.000000000000000,17914.000000000000000,10365.000000000000000,76981.000000000000000,6127.000000000000000,,,,33233,483149,24014
248,1/27/2021 15:00:00,20017.000000000000000,383300.000000000000000,17029.000000000000000,10319.000000000000000,66616.000000000000000,5105.000000000000000,,,,30337,449916,22135
249,1/26/2021 15:00:00,15256.000000000000000,363282.000000000000000,16003.000000000000000,7662.000000000000000,56297.000000000000000,4025.000000000000000,,,,22918,419579,20028
250,1/25/2021 15:00:00,17317.000000000000000,348026.000000000000000,15247.000000000000000,6407.000000000000000,48635.000000000000000,3467.000000000000000,,,,23724,396661,18715
251,1/24/2021 15:00:00,11702.000000000000000,330709.000000000000000,13914.000000000000000,2973.000000000000000,42228.000000000000000,2918.000000000000000,,,,14675,372937,16832
252,1/23/2021 15:00:00,10541.000000000000000,319007.000000000000000,12467.000000000000000,1748.000000000000000,39255.000000000000000,2565.000000000000000,,,,12289,358262,15032
253,1/22/2021 15:00:00,27697.000000000000000,308466.000000000000000,11978.000000000000000,3415.000000000000000,37507.000000000000000,2408.000000000000000,,,,31112,345973,14387
254,1/21/2021 15:00:00,16675.000000000000000,280769.000000000000000,11078.000000000000000,3212.000000000000000,19887.000000000000000,2371.000000000000000,,,,19887,314861,13449
255,1/20/2021 15:00:00,12831.000000000000000,264094.000000000000000,11097.000000000000000,2761.000000000000000,15592.000000000000000,2148.000000000000000,,,,15592,294974,13246
256,1/19/2021 15:00:00,9969.000000000000000,251263.000000000000000,11194.000000000000000,3756.000000000000000,13725.000000000000000,2202.000000000000000,,,,13725,279382,13396
257,1/18/2021 15:00:00,7985.000000000000000,241294.000000000000000,11595.000000000000000,2562.000000000000000,10547.000000000000000,2101.000000000000000,,,,10547,265657,13696
258,1/17/2021 15:00:00,1571.000000000000000,233311.000000000000000,12258.000000000000000,503.000000000000000,2074.000000000000000,2162.000000000000000,,,,2074,255110,14420
259,1/16/2021 15:00:00,7120.000000000000000,231740.000000000000000,12504.000000000000000,650.000000000000000,7770.000000000000000,2158.000000000000000,,,,7770,253036,14662
260,1/15/2021 15:00:00,21396.000000000000000,224620.000000000000000,13249.000000000000000,3153.000000000000000,24549.000000000000000,2260.000000000000000,,,,24549,245266,15509
261,1/14/2021 15:00:00,16810.000000000000000,203224.000000000000000,11937.000000000000000,1653.000000000000000,18463.000000000000000,2081.000000000000000,,,,18463,220717,14018
262,1/13/2021 15:00:00,13508.000000000000000,186414.000000000000000,11424.000000000000000,13508.000000000000000,15840.000000000000000,2052.000000000000000,,,,11424,202254,13477
263,1/12/2021 15:00:00,12778.000000000000000,172907.000000000000000,11181.000000000000000,3049.000000000000000,12704.000000000000000,1709.000000000000000,,,,15827,185611,12890
264,1/11/2021 15:00:00,12623.000000000000000,160129.000000000000000,10757.000000000000000,2989.000000000000000,9655.000000000000000,1379.000000000000000,,,,15612,169784,12137
265,1/10/2021 15:00:00,3293.000000000000000,147506.000000000000000,10605.000000000000000,477.000000000000000,666.000000000000000,952.000000000000000,,,,3770,154172,11557
266,1/9/2021 15:00:00,12333.000000000000000,144213.000000000000000,10436.000000000000000,1363.000000000000000,6189.000000000000000,884.000000000000000,,,,13696,150402,11320
267,1/8/2021 15:00:00,122111.000000000000000,131880.000000000000000,9191.000000000000000,1902.000000000000000,4826.000000000000000,689.000000000000000,,,,14113,136706,9880
268,1/7/2021 15:00:00,13224.000000000000000,111760.000000000000000,77445.000000000000000,1450.000000000000000,2924.000000000000000,418.000000000000000,,,,14674,114684,8163
269,1/6/2021 15:00:00,11803.000000000000000,98536.000000000000000,,732.000000000000000,1474.000000000000000,,,,,12535,100010,14287
270,1/5/2021 15:00:00,9815.000000000000000,86733.000000000000000,,742.000000000000000,742.000000000000000,,,,,10557,87475,12496
271,1/4/2021 15:00:00,11553.000000000000000,76918.000000000000000,,,,,,,,11553,76918,10988
272,1/3/2021 15:00:00,2112.000000000000000,65692.000000000000000,,,,,,,,2112,65692,9385
273,1/2/2021 15:00:00,3617.000000000000000,59769.000000000000000,,,,,,,,3617,59769,8538
274,1/1/2021 15:00:00,2091.000000000000000,56151.000000000000000,,,,,,,,2091,56151,8022
275,12/31/2020 15:00:00,,,,,,,,,,7047,54060,7723
276,12/30/2020 15:00:00,,,,,,,,,,10343,47012,6716
277,12/29/2020 15:00:00,,,,,,,,,,8052,36669,5238
278,12/28/2020 15:00:00,,,,,,,,,,7816,28615,4088
279,12/27/2020 15:00:00,,,,,,,,,,994,20812,2973
280,12/26/2020 15:00:00,,,,,,,,,,1028,19818,2831
281,12/25/2020 15:00:00,,,,,,,,,,1887,18789,2684
282,12/24/2020 15:00:00,,,,,,,,,,2799,16902,2415
283,12/23/2020 15:00:00,,,,,,,,,,3605,14102,2015
284,12/22/2020 15:00:00,,,,,,,,,,3125,10497,1500
285,12/21/2020 15:00:00,,,,,,,,,,2960,7554,1079
286,12/20/2020 15:00:00,,,,,,,,,,165,4359,623
287,12/19/2020 15:00:00,,,,,,,,,,595,4194,599